question1,question1_senti,question2,question2_senti,diff_senti,Corelation_API,Corelation_tfidf,is_duplicate
How can I prepare for GATE without coaching?,0.5,How did you prepare for the GATE without any coaching?,0.5,0,0.890377676,0.974303083,1
Where is travencore state in India?,0.5,What is state in constitution of India?,0.5,0,0.778427939,0.331788825,0
"What does the Tagalog word ""salamat"" mean in English?",0.5,Tagalog: What does salamat po mean in English?,0.5,0,0.858022812,0.874363783,0
What should be done to get rid of dandruff?,0.245114859,How do I get rid of severe dandruff?,0.045027997,0.200086862,0.917809603,0.735661991,1
Can anybody help me with Compare and contrast Haroun and Rashid character from story Haroun and the Sea of stories?,0.874566254,I want to study biotechnology abroad what do I have to do?,0.246040041,0.628526213,0.491896772,0,0
Why did Infosys reject a mass number of candidates from the 2014 passed out batches?,0.146477881,When is the next batch of Infosys after 9 Jan 2016?,0.5,0.353522119,0.590608368,0.39214644,0
Would Donald Trump be the worst president in US history?,0.072301148,Is Donald trump going to be the worst president?,0.04680745,0.025493698,0.963377633,0.744852914,1
Has anyone ever had their RFID passport hacked and their identity stolen?,0.207783324,How are stolen passports used?,0.084281079,0.123502244,0.827686823,0.533081924,0
Is ethics bullshit?,0.5,Are ethics bullshit?,0.5,0,0.995574308,1,1
How much did Ticketfly pay for WillCall?,0.171461873,How much did Microsoft pay for LiveLoop?,0.171461873,0,0.87916927,0.186755697,0
What are the best top 10 movies of Hollywood ever?,0.99339005,What are the best movies of Hollywood?,0.970168056,0.023221994,0.942848338,0.693863938,1
What should you do if a cat scratches your eye?,0.5,What should I do if I have a cat scratch under my eye?,0.152616415,0.347383585,0.884852217,1,1
"What if the whole world had only one religion, could we think the world can be at peace then?",0.875063305,"If the whole world were to follow only one religion, would it be more peaceful?",0.5,0.375063305,0.90399325,0.841718782,1
How do I get rid of mosquitoes bites quickly?,0.204599339,How do I get rid of mosquito bite marks?,0.171908488,0.032690852,0.900952642,0.820095546,1
Did Tywin sleep with Shae out of pure spite?,0.815018999,Why does Tywin sleep with Shae in A Storm of Swords?,0.5,0.315018999,0.555478528,0.642117514,1
What is it like being the third or non-primary person in a polyamorous relationship?,0.5,What is it like to be third-wheeled in a polyamorous relationship?,0.5,0,0.894670564,0.698392834,1
"Is NATO and CIA behind Turkey's failed coup, why Turkey purges NATO military envoys?",0.043066335,Would NATO defend Turkey if Russia attacked?,0.5,0.456933665,0.787383429,0.470203903,0
What are the most efficient programming algorithms to solve sudoku puzzles?,0.970632971,What are some puzzles similar to Sudoku?,0.5,0.470632971,0.819957407,0.661356826,0
Where can I get my MacBook motherboard repaired in Kolkata?,0.5,Where can I get my MacBook R.A.M repaired in Kolkata?,0.5,0,0.943536441,0.82916152,0
What is your theory of life?,0.5,What are some theories of life?,0.5,0,0.822093351,1,0
Are Nissan Sentras good cars? Why or why not?,0.084167069,"Should I get a Toyota Corolla, Honda Civic or Nissan Sentra as my first car? Consider all these in 2003-2007",0.5,0.415832931,0.738241943,0.539022821,0
What are alternatives to healthprofs.com?,0.5,What are some alternatives to thebetafamily.com?,0.5,0,0.988282107,0.366768821,0
How likely is it for a black guy to date an Indian girl?,0.5,Do black guys like to date Indian girls?,0.5,0,0.828207694,1,1
What is mutual funds with examples?,0.5,What is mutual fund all about?,0.5,0,0.897713301,0.879743604,1
How do modern touchscreens work?,0.767788719,Can touchscreens be used underwater?,0.5,0.267788719,0.698468176,0.542997744,0
Which country is more technologically advanced; Germany or Japan?,0.5,What are the best places to visit in Japan to get a feel for their latest technological advancements?,0.889707959,0.389707959,0.632304567,0.525016287,0
Which are the best movies of 2016?,0.944436314,Which was the best film of 2016?,0.934420974,0.01001534,0.553763055,0.526602605,1
What are the proofs of quantum entanglement?,0.5,What is quantum entanglement?,0.5,0,0.918908412,0.86274936,0
Should I find a new piano teacher to replace my current one?,0.5,I find it easy to do many tasks at a time but my parents and teachers advise me to do one thing at a time. Is my attitude right or should I change?,0.889877388,0.389877388,0.819978879,0.238803411,0
What is the function of gear box?,0.5,What is the advantges of a constant mesh gear box over the sliding mesh gear box?,0.5,0,0.774150448,0.56256472,0
Should I worry about what people think about me?,0.832470738,Should I ever care what people think of me?,0.910416865,0.077946127,0.93183977,0.385580431,1
"What is the difference between an UberX, Uber Black and Uber Taxi?",0.5,How does Uber compare to taxis in New York City?,0.5,0,0.713585925,0.509308198,0
How do I burn a dvd movie using windows 10? (PLEASE read description before answering),0.759820067,What are High pitch Bollywood music songs?,0.5,0.259820067,0.533776427,0,0
Why is Quora claiming my questions need improvement?,0.233410957,Why does Quora keep telling me my question needs improvement?,0.5,0.266589043,0.915730332,0.600240353,1
Which comment do girls like the most?,0.5,Did I do the right thing by breaking up the engagement with my girl friend? See the comment for details,0.927539288,0.427539288,0.75299939,0.422345872,0
What are the differences between a B-tree and a B+ tree?,0.5,What are the differences between B+Tree and B-Tree?,0.5,0,0.997799118,1,1
What is the equation for calculating GDP at factor cost?,0.5,What is the significance of calculating GDP at factor cost and GDP at producer prices?,0.77991522,0.27991522,0.85850391,0.723083283,0
What universities does Limelight Networks recruit new grads from? What majors are they looking for?,0.5,What universities does Extreme Networks recruit new grads from? What majors are they looking for?,0.5,0,0.970108892,0.719900438,0
"In terms of reputation, can McGill University compare with the Ivy league?",0.5,How much does it cost to fund Ivy League degree?,0.5,0,0.663385336,0.377556938,0
What do you mean by financial statement analysis?,0.5,What is the need for a financial statement analysis?,0.5,0,0.868783048,0.866000517,0
How can you take the battery out of an iPhone 4?,0.253472146,How do you take the battery off an iPhone 4?,0.279749539,0.026277393,0.971543393,0.967674618,1
My name is inder in cerificate but now I try to fill an application form and there is last name required what can I do?,0.5,"During the Nazi occupation, what were the French school children taught?",0.203534069,0.296465931,0.467171613,0,0
Which is the best laptop under 20k today? Fast & smooth.,0.987721069,What is the best laptop I could buy under 20k?,0.898364828,0.089356241,0.730612636,0.594415148,1
What are human impacts on biodiversity?,0.5,What is the human impact on biodiversity?,0.5,0,0.973517733,1,1
"When you time travel, do you alter the time for all of universe or just the spot were you are?",0.820551202,How did you feel when you travelled in an airplane for the first time?,0.5,0.320551202,0.863292929,0.318181315,0
People needs rikshaw stands. Aren't you having trouble due to them?,0.187959993,I want to move to IT but I don’t know programming nor do I want to do programming. Are there any other career paths?,0.228686526,0.040726533,0.734477341,0,0
What type of wildlife are native to Turkey?,0.5,What animals are native to the country Turkey?,0.5,0,0.847705672,0.564672537,1
Do I need to notify the airline counter that I have a replica air pistol or rifle in my checked baggage for international flights?,0.5,Me and my family have expired bi/b2 visa that we did not use. can we reapply for renewal?,0.066442724,0.433557276,0.500441949,0,0
Can we really hack Facebook?,0.10570479,Can I hack Facebook?,0.5,0.39429521,0.949972922,0.846267408,1
"How do you view the Indian government's decision to fight ""black money"" by scrapping 500 rupee and 1000 rupee notes?",0.282916807,What are going to be the rammifications of the Indian government's decision affecting invalid ₹500/₹1000 currency notes?,0.23871014,0.044206667,0.817084596,0.350850098,1
How can I retrieve a discarded draft on Gmail?,0.190354171,Gmail: How do I retrieve Gmail drafts?,0.5,0.309645829,0.875992101,0.751674272,0
How much time do people spend on Quora?,0.5,How much time does Quora take up in your day?,0.5,0,0.861304697,0.527163976,1
"I have -2.5 eye power. Can I fit the criteria of a 6/9 vision and, if not, what exactly does my eye vision fit to?",0.98775435,Vision (eyesight): Is -4.5 eye number very large?  What does it mean?,0.838783417,0.148970933,0.83801538,0.445329941,0
How is erectile dysfunction treated?,0.5,How do I overcome erectile dysfunction due to over masturbation?,0.163444859,0.336555141,0.758758792,0.651615666,1
Can you still learn new languages after childhood?,0.5,Are new languages still being created?,0.5,0,0.771533549,0.572466642,0
When was the hardest period in your life and how did you get through?,0.290741909,What are the hardest time you've seen and how did you get out of it?,0.305268217,0.014526308,0.929679728,0.493489307,1
What is the best place to visit in the world? What is the best place to visit in India? What is the best place to visit in Bihar?,0.989823752,What is the best place in India to visit?,0.95041576,0.039407993,0.991752974,0.895377232,0
"A couple who has 5 sons went for a picnic. Each son has 7 sisters. Each sister has 3 babies. In total, how many people went for the picnic?",0.5,"Why are there so many ""no picnic"" signs in Venice?",0.17947,0.32053,0.681742882,0.40685591,0
What is the importance of biochemistry in agriculture?,0.843031004,Why didn't Aman Goel choose to do a master’s from a top college of the USA and instead decided to work?,0.232158501,0.610872503,0.401866569,0,0
Will Google purchase Twitter?,0.5,Will Google acquire Twitter?,0.5,0,0.906258828,0.612907411,1
"What are some examples of sentences using the word ""acceptance""?",0.896456407,"What are examples of sentences using the word ""perception""?",0.850253683,0.046202724,0.968159311,0.67634177,0
What should be the strategy to clear IBPS PO?,0.93532524,How do prepare the prelims exam of IBPS PO?,0.5,0.43532524,0.629748309,0.510961189,1
What is ethical dilemma?,0.736988298,What are ethical dilemmas?,0.82884542,0.091857122,0.95185266,1,0
How does banning 500 & 1000 rupee notes solve black money problem?,0.877848544,Would demonetization of 500 and 1000 rupee notes actually help in curbing black money in India?,0.869561701,0.008286843,0.847038375,0.537632365,1
Why do Trump supporters believe that Donald Trump can get his platform through congress?,0.85446005,Why do you think Donald Trump is getting so much support?,0.239468465,0.614991585,0.907561955,0.562946554,0
Is Pakistan the worst democracy in the world?,0.026736351,What is Democracy? What kind of Democracy is existing in Pakistan?,0.908049566,0.881313215,0.815094388,0.662146999,0
If the universe rewinds itself after it dies does that mean that I get to be reborn?,0.5,What happens to the soul after it leaves the body?,0.5,0,0.757279119,0,0
How much does an Ola Mini cab earn on average per month from an investor's point of view in Mumbai?,0.5,How much does an Ola Mini cab earn on average per month from an investor's point of view in Bangalore?,0.5,0,0.98726523,0.919469568,0
What happens to a question on Quora if it is marked as needing further improvement?,0.5,"How can I ask Quora a question about something that was marked ""needs improvement?""?",0.5,0,0.907622463,0.733844788,1
What do iCloud backup from an app?,0.5,How do I remove an app from iCloud?,0.5,0,0.858653975,0.637103513,0
How can I delete an old Facebook account that I forgot it's password?,0.5,How do I get into my Instagram if I forgot my email and my Facebook password?,0.26953491,0.23046509,0.867480326,0.573005606,1
What is operation quality?,0.5,What is the operation quality?,0.5,0,0.999513451,1,1
Is it possible to root an iOS into an Android phone?,0.5,Is it possible to install iOS to an Android phone?,0.5,0,0.913749636,0.74889335,1
What are some creative and innovative business ideas with less investment in India?,0.994270016,What are some best business ideas with minimum investment?,0.97274793,0.021522087,0.874415778,0.475225506,1
Is it legal for traffic police to stand in the middle of the road to stop vehicles?,0.212059449,Is it legal for a traffic police to stand at the middle of the road to stop vehicles?,0.21476897,0.002709521,0.998297941,1,1
Why is the European society ignoring the slaughter and the cruelty preformed in Arakan?,0.003132768,[Late 2015 / Early 2016] Why does the United Kingdom want to leave the European Union? Why do some people there want to quit the EU?,0.056289767,0.053156998,0.635139369,0.08361846,0
What are the most clever hip-hop one liners of all time?,0.910378123,What are the hardest hip hop/rap songs of all time?,0.206249914,0.704128209,0.514940727,0.492372243,0
Is it stealing if you steal from a thief?,0.102926696,Is it stealing if you're stealing from a thief?,0.161115051,0.058188355,0.96570177,0.9541106,1
"What is a ""quasi-contract""? What are some examples?",0.5,What are some examples of the essentials of a valid contract?,0.914078034,0.414078034,0.818609492,0.441974102,0
"What is more beneficial to learn, SolidWorks or Catia?",0.887560872,"Are softwares like SolidWorks, CATIA and Pro E for different applications? Which is the best one? Why?",0.908833742,0.02127287,0.853284032,0.62012518,0
Can i register a car that failed inspection?,0.026163042,I'm living in WA and looking to bring a muscle car from another state. The car has a bigger motor in it willthis mean that I can not register it here?,0.5,0.473836958,0.661102834,0.286024648,0
Which is the best modular kitchen in india?,0.946944383,Which is the best modular kitchen in Bangalore?,0.942424761,0.004519622,0.906683049,0.871206133,0
"If a girl I'm dating calls me another name twice in a matter of 2 months, is it a bad sign?",0.795815499,"In my late twenties, every time I start dating a girl, she will disappear after 1-2 months and stops answering calls/texts. What's going on?",0.00768917,0.788126329,0.821241376,0.275276139,0
I had send my resume below.?,0.5,"In a company, whom should I send my resume to?",0.5,0,0.852878136,0.889507646,0
How do I know if a boy loves me?,0.957811002,How can I tell if my girlfriend really loves me?,0.952476271,0.005334731,0.938884882,0.238184446,0
What is the difference between Shia and Shiite?,0.5,In what way is the Ismaili sect different from the other Shia groups?,0.5,0,0.799863294,0.322209363,0
Tea: Is it dangerous to boil water in a plastic electric kettle?,0.128504635,Why should we avoid hot tea in plastic cup?,0.124530266,0.003974368,0.669763543,0.340450574,0
How can I make a healthy home made pizza?,0.925365466,How can I make healthy pizza? Is there any recipe for it?,0.90304995,0.022315516,0.890561455,0.684545044,1
What should one read to learn about philosophy?,0.5,What books can I read to learn more about philosophy?,0.5,0,0.964360284,0.817218137,1
What does it cost to replace brakes on a bicycle?,0.5,What is the average cost to replace brakes and rotors?,0.5,0,0.874896714,0.604158185,0
How will Hillary Clinton win over Bernie Sanders supporters?,0.911139997,2016 U.S. Presidential Election: Would Hillary Clinton supporters support Bernie Sanders if he won the nomination?,0.997166385,0.086026388,0.934802571,0.681070246,0
What is the role of a sales officer at ICICI Bank?,0.5,Is ICICI Bank a good place to work?,0.726325036,0.226325036,0.832677661,0.526297158,0
"How do I set and unset a cookie using jQuery, for example create a cookie named 'someName' and set its value to 'someValue'?",0.981768093,"I created a custom error handler for php and set it to be my error handler but I still get fatal errors displayed, how do I stop it?",0.002988398,0.978779695,0.699280754,0.089630483,0
Is Zee news a BJP owned channel?,0.5,Why is ZEE News so anti-AAP?,0.118593829,0.381406171,0.689116521,0.5448585,1
How does one deal with break up?,0.5,How can I deal with my first Break Up?,0.717886536,0.217886536,0.895716893,0.769455908,0
I am a guy with chest size 38 and hip size 41. I want to reduce my hip size.What should I do?,0.5,What exercise can help to reduce the weight on my arms?,0.926392913,0.426392913,0.698083523,0.085436755,0
How can I be a native English speaker?,0.5,How do I speak English like celebrities?,0.5,0,0.727303268,0.194487043,1
How do you write a beautiful introduction to an essay?,0.867715351,How do I write the introduction of an essay?,0.26614608,0.601569271,0.915218913,0.886033033,1
What do people from Myanmar think about Indians?,0.5,What do people think about Indian women?,0.5,0,0.943114705,0.519147416,0
What are the best things to buy on Amazon?,0.971371875,What is the best thing I can buy for 2€ on Amazon?,0.968280269,0.003091607,0.971406843,0.966257252,0
What side dishes go well with hamburgers?,0.5,What side dishes would go well with lamb chops?,0.5,0,0.827535334,0.534880458,0
Where can I get best assistance in Sydney for any property purchasing?,0.850140227,Where can I get knowledgeable assistance for transfer of property in Sydney?,0.814172136,0.035968091,0.879343915,0.680226643,1
Have you ever experienced anything supernatural or paranormal?,0.761083862,"Is there a paranormal event that you have experienced, which science cannot explain?",0.5,0.261083862,0.854496011,0.49324223,0
How can I improve digestion?,0.897759171,How can we improve our digestion?,0.90146314,0.003703969,0.933864731,1,1
"If I have a permanent retainer, do I need to wear the removable ones at all?",0.245120736,Is it safe to floss with permanent retainer?,0.795232795,0.55011206,0.710979065,0.482144564,0
How can I Publish Theses on dentistry on International Library for thesis?,0.5,How can I Publish Theses on Education on International Library for thesis?,0.5,0,0.958015108,0.770420415,0
What are some Cyanide and Happiness comics on countries?,0.940337257,What are the best Cyanide & Happiness comics?,0.99380563,0.053468373,0.905908869,0.914755699,1
"If 204=8, 503=13, 305=11 and 907=25, what is 705?",0.5,Why can I not multiply fractions in Python?,0.23022999,0.26977001,0.548790801,0,0
What are the drawbacks of Network Address Translation (NAT) that are overcome by IP masquerading?,0.5,What does NAT stand for?,0.5,0,0.500730271,0.394395984,0
"If cold air is denser than hot air, then why does the temperature decrease as the altitude rises?",0.5,Physics: Why is polluted air denser than cold air?,0.078021888,0.421978112,0.776981476,0.626666841,0
How do lymph nodes form?,0.5,What are lymph nodes?,0.5,0,0.955066458,0.896499105,0
How can I buy Tesla shares / stock?,0.72630177,How do I buy stocks?,0.5,0.22630177,0.83208964,0.609193907,0
"In the world, we are second largest country in terms of population, but we win only very few medals in the Olympics. Why?",0.812028586,"If India is the second largest in population, why do they not have Olympic medals like China or the US?",0.5,0.312028586,0.927381354,0.719129073,1
What's your favourite meal?,0.976135922,What is your favourite meal and why?,0.912488047,0.063647875,0.972980065,1,1
Where can I find a list of companys I could possibly buy stocks in?,0.5,"I want to connect with you, how can I do that?",0.5,0,0.681477013,0.061523203,0
Which pizzas are the most popularly ordered pizzas on Domino's menu?,0.947744996,How many calories does a Dominos pizza have?,0.297151107,0.650593889,0.6210268,0.626979409,0
What is the power nine in magic?,0.5,What are the Power 9 cards in Magic: The Gathering?,0.5,0,0.728925054,0.493296141,0
What are some good books for JEE Mains only?,0.732370043,What are the best books to practice for JEE mains only?,0.860920104,0.128550062,0.95779049,0.752947823,1
Why are the Seven Wonders of the World referred to as Wonders?,0.5,What are the Seven Wonders of the World?,0.5,0,0.954778414,0.885238532,0
When will I start the preparation of ilts?,0.5,How does one look up a thing in Diagnostic and Statistical Manual of Mental Disorders (DSM) if the book costs 250 dollars?,0.5,0,0.410144263,0,0
How do you know if someone is doing black magic on you?,0.909021811,How do you know by looking at someone that they do black magic?,0.5,0.409021811,0.978429129,0.907922322,0
"What are the lyrics to ""Vivre Sans Temps Mort"" by Double Dagger?",0.5,What is your favorite top 10 list of “Sun” songs?,0.994232794,0.494232794,0.538175566,0,0
"In 2 days, how should I prepare for Mu Sigma?",0.5,What is the best way to prepare for Mu Sigma?,0.924908585,0.424908585,0.817599392,0.885706746,0
Is MITID a good institute for filmmaking?,0.5,Is Edupristine a good institute for SAP Learning?,0.912563121,0.412563121,0.517828627,0.203827921,0
Is it defeatist to stop the war on drugs?,0.02160992,What can we do to stop the war on drugs?,0.082256278,0.060646358,0.806511924,0.602878821,0
"What's it like to find a picture of you, friends, or family on a ""funny/awkward"" photo site?",0.5,What a picture or photo that makes you think a lot when you see it?,0.731942771,0.231942771,0.863194259,0.303336512,0
What are the disadvantages of using Firebase as backend for mobile app?,0.278286944,"Which is better to create backend for mobile web app, Stamplay or Firebase?",0.985986026,0.707699081,0.871935887,0.625074461,0
"How long will the Pokémon GO ""fever"" will last?",0.19493255,How long you thing this Pokémon GO trend will last?,0.300579343,0.105646793,0.885150316,0.722257983,1
How do I my epf account no I have my uan?,0.204803505,"How do I reset my password, If I have forgot it & also have no access to the email associated with my Quora account?",0.203252051,0.001551453,0.718438211,0.093037655,0
How do I address Dr. Richard Muller if I meet him? Do I use the German pronunciation with umlaut or the simple English one?,0.5,What does it mean when my boyfriend calls me sexy?,0.296679258,0.203320742,0.700930536,0,0
How is the syndrome for the hamming code interpreted?,0.5,"What the heck does ""enter access code"" mean?",0.073240402,0.426759598,0.530159822,0.124827271,0
What are some of the most misheard song lyrics of all time?,0.5,What are some of your favorite misheard song lyrics?,0.960992557,0.460992557,0.919976795,0.886647405,1
Which car services are available in Nashville? How good are they compared to taxis and relative to each other?,0.968211233,Which car services are available in Philadelphia? How good are they compared to taxis and relative to each other?,0.968211233,0,0.955091594,0.707004227,0
What are some cheap options to ship products from India to the USA?,0.907906735,"How do I ship 100 kgs of luggage (clothes) from the USA to India, within $150?",0.5,0.407906735,0.616713021,0.318253659,0
"How close are we to World War Three, and how bad would it be?",0.027566955,How close is a World War III?,0.175937494,0.148370539,0.82097803,0.596790673,1
Will TCS terminate in training period?,0.5,How is TCS training period?,0.5,0,0.823710696,0.777992964,0
How can I improve my writing skills and blog style?,0.936672832,How can I improve my writing skills for writing a book?,0.944769124,0.008096291,0.95447828,0.630323262,1
What is the concept of sustainable development?,0.5,What is sustainable development?,0.5,0,0.968289248,0.810639981,1
EMTs and Paramedics: How does one treat a gunshot wound?,0.770117505,How do you treat gunshot wounds?,0.900335428,0.130217923,0.729166576,0.699898317,1
What kind of phone does Linus Sebastian from linustechtips use?,0.820428385,I've been using my phone too much lately. I feel like I have aquired ADHD from using my phone too much. What do I do?,0.195179814,0.625248571,0.75620657,0.156556745,0
How did Donald Trump become president?,0.5,How did Donald Trump win despite projections that he would fail?,0.827274556,0.327274556,0.851042052,0.334644921,1
Where do nuclear reactions occur in the sun? Why do they happen?,0.5,What causes nuclear reactions in the Sun?,0.5,0,0.799316017,0.740163191,1
Which is better car Honda Jazz or Volkswagen polo?,0.920174093,Are Hondas or Accuras better cars? Why?,0.878648579,0.041525514,0.574162819,0.380362976,0
What is the most effective treatment for acne scars?,0.852051921,Is there an effective treatment for acne?,0.820552024,0.031499897,0.877608924,0.819085182,0
Is a career in A*STAR in Singapore really worth it?,0.966073644,I am a Computer Science student in the UK - is it worth attending Echelon 2012 in Singapore?,0.888601422,0.077472222,0.702469097,0.287901644,0
"I sent a gift to a potential mentor and followed up 4 days later. Still no response, should I show up to to his next event? What would you do? Ty :)",0.988846504,Why is the analog computer faster than digital?,0.779718239,0.209128265,0.391875344,0,0
What's the first thing you do after you wake up?,0.5,What's the one thing you think about when you wake up?,0.5,0,0.975117362,0.708220742,1
G. W. Bush Presidency (2001–09): Why was Donald Rumsfeld fired in 2006?,0.060235318,"In your sincere and respectful opinion, how should President George W. Bush reengage society (community, country, the world)?",0.995243964,0.935008646,0.615776899,0.157057519,0
Should I shave my head?,0.704170175,What should I do after shaving my head?,0.712935072,0.008764897,0.907920917,1,0
How do we forget any Wi-Fi in Windows 10?,0.5,How do I fix Windows 10 Wi-Fi disconnecting issue?,0.5,0,0.824702118,0.64609786,0
I am stuck between Electrical Engineering and Pre-Med. Any advice?,0.217811368,Is vBulletin 5 Connect SEO really not performing well?,0.5,0.282188632,0.607180257,0,0
How do I apporach people in my classes if I didnt introduce myself in the first month of university when everyone else already has friends?,0.303559508,How can I help myself as I start stammering when I speak in front of a crowd (my class)?,0.911810668,0.608251159,0.853012574,0.073940123,0
I want to chat with my friend but I don't know what to talk about?,0.159178959,"If the average British person doesn't care about carrying weapons for self defence, why do U.S. gun lobby and people still write about it?",0.09545786,0.063721098,0.700518428,0,0
"What are the practical applications of fork(), vfork(), exec() and clone()?",0.776657152,How do I design a Telescopic fork?,0.5,0.276657152,0.51250793,0.302895484,0
What are the main uses of a computer network?,0.5,What is computer networking?,0.5,0,0.790116168,0.754911138,1
What is the cost of running an arcade game machine per hour in today's value?,0.5,Was there ever a Doom II arcade machine?,0.5,0,0.662464443,0.422611151,0
What do Pakistani people think about the Uri attack on 18th September 2016?,0.278331735,What do Pakistani residents think of Uri attack?,0.5,0.221668265,0.953218656,0.608129448,1
Does Spock finally die in the Wrath of Khan or in Shatnerverse (Captain's Blood)?,0.198128074,How did Genghis Khan die?,0.5,0.301871926,0.66298703,0.250746513,0
Why does Donald Trump have orange skin?,0.5,Does Donald Trump have hereditary hemochromatosis? It causes bronzed skin and encephalopathy.,0.5,0,0.638137258,0.307036629,0
Are animals capable of feeling/experiencing emotions unknown to humans?,0.753896371,Do animals have the same emotions as humans?,0.224551596,0.529344776,0.847184244,0.588374304,1
What are the ways in which I can improve my handwriting?,0.872520642,How can I have good handwriting?,0.834358417,0.038162225,0.87543033,0.75023967,1
What do you wish Americans would learn before visiting Germany?,0.936966858,How can I integrate Bitbucket with Microsoft Azure to build and deploy applications?,0.5,0.436966858,0.425075801,0,0
How would Donald Trump's win affect India?,0.847579231,How will Donald Trump benefit India?,0.891185182,0.043605951,0.921467708,0.531526635,1
What is “India Post Payments Bank”?,0.5,What is the procedure for sending a speed post in India?,0.5,0,0.646980153,0.326030285,0
How can changing 500 and 1000 rupee notes end the black money in India?,0.5,Will banning Rs.500 and Rs.1000 notes help to solve black money and corruption?,0.95139279,0.45139279,0.707922837,0.398210406,1
Are there any good horror movies in 2016?,0.244319372,What are some best horror movies of 2016?,0.9345857,0.690266328,0.91247715,0.891776337,1
How can I overcome suicidal thoughts?,0.098149583,How do I overcome suicide thoughts?,0.03808152,0.060068062,0.945643335,0.974450012,1
How windy must it be to delay a plane takeoff on an average airliner flight?,0.097163498,"If every passenger on an airliner were to suddenly rush to one end of the plane, would it cause any hindrance to the flight?",0.036066381,0.061097117,0.75578609,0.277211285,0
What is cutoff of gate civil?,0.5,What is the BPCL selection criteria for graduate trainees? Do they consider GATE marks to weigh more or do they prefer their own test? What will be GATE cutoff rank for civil 2015 GATE?,0.5,0,0.677459782,0.571670347,0
How much excercise to lower blood pressure?,0.103254273,What are fast ways to lower blood pressure?,0.124783697,0.021529424,0.764653646,0.629070498,0
How can I win in UGC Net Exam in English literature?,0.775024331,What are the name of the books for UGC net English literature?,0.5,0.275024331,0.806616804,0.766138382,1
Ancient Hindus sailed from India to Indonesia. Why didn't they sail further to discover Australia? Why didn't Dutch discover Australia from Indonesia?,0.184155152,Why didn't any Indians go to Occupy Australia when it is close to India?,0.186897102,0.00274195,0.752902591,0.309332797,0
"Why is it that if we trust someone blindly, they make us blind one day?",0.816300159,How do I be a silent and impressive person?,0.985478181,0.169178022,0.776306182,0,0
Can we eat meat with dairy products?,0.5,Is eating meat and dairy okay?,0.5,0,0.851161605,0.796701916,1
Will six hours of nightly sleep stunt the growth of a 14-year-old teen?,0.802650847,How much sleep does a 14-year-old teen need?,0.5,0.302650847,0.493410116,0.568306068,0
Which are some best books of paper sets for Maharashtra Board class 12th?,0.935608147,Why does the CBSE setting have such tough papers for the class 12 and 10 for board exams?,0.082673462,0.852934684,0.650052564,0.464948239,0
Why did Sirius have to travel north in GOF?,0.5,Why did Sirius Black have to travel north in GOF?,0.5,0,0.975423917,0.958096407,1
What does unrooted mean?,0.5,What is the unroot of -1?,0.5,0,0.637401488,0.915284729,0
How do I learn to ride a bike as an adult?,0.5,How do I ride a bicycle?,0.5,0,0.923920067,0.386537117,0
What is the difference between angel investors and VCs?,0.5,What's the difference between a VC and an Angel Investor?,0.5,0,0.912111515,0.593499569,1
What will happen if India and Pakistan gets into war and who will win?,0.272525388,If war occurs between India and Pakistan what will be its effect on the rest of country?,0.795762054,0.523236666,0.860649195,0.479113496,1
What are the best Bible verses to use in wedding ceremonies?,0.943203431,What are some good Bible verses to read before bed?,0.844019462,0.099183969,0.777626383,0.511611747,0
Can we stop global warming?,0.298044615,Do we have any good ways to stop global warming?,0.766162116,0.468117501,0.887786611,0.873916522,1
How can I open a WhatsApp database (crypt8) without using a rooted phone?,0.5,Can I use WhatsApp on my laptop and phone?,0.5,0,0.818574298,0.402889631,0
Which is the most awesome way to die?,0.961765978,What are some of the most innovative ways to die?,0.890778143,0.070987835,0.718040277,0.460526582,0
How can I buy a laptop that lasts?,0.5,What's the best laptop to buy that will last me all four years of college with minimal problems?,0.239327184,0.260672816,0.761646207,0.515379222,0
"When writing an official letter, if one does't know if a woman is married or not, what prefix should one use to address her?",0.5,How do I address a woman if I don't know if she is married or single?,0.5,0,0.921392638,0.45622993,0
Is it OK to read two or three books at the same time? Or just read one book a time?,0.946025477,What are the three must-read books for a first-time startup founder?,0.5,0.446025477,0.63421079,0.518974237,0
How do you put notes in a TI-84 Plus?,0.5,Do uncircumcised men urinate with a higher flow rate?,0.5,0,0.25280732,0,0
What is the scope for girls in mechanical engineering?,0.5,What is the scope of mechanical engineering for girls?,0.5,0,0.99988653,1,1
"Which is better, Coke or Pepsi?",0.5,"What is better, Coke or Pepsi? Why?",0.722210742,0.222210742,0.872503179,1,1
Why are people addicted to pornography?,0.081536043,Why do people become addicted to pornography?,0.08669371,0.005157667,0.976329393,0.929817356,1
Why is dividing by zero an error or undefined?,0.083713827,Why is division by zero undefined?,0.5,0.416286173,0.867893933,0.641941322,1
Why am I afraid to be myself?,0.025909512,Why am I afraid of telling my boyfriend I love him?,0.04132614,0.015416628,0.908733417,0.602085561,0
What are the best and most effective openings in chess?,0.987022509,What are the best opening moves in chess?,0.948147293,0.038875216,0.81205963,0.769082158,1
I am an Indian and want to marry a Pakistani girl. What should I do?,0.692502792,I am a Pakistani girl and want to get admission in IIT in India. What should I do?,0.5,0.192502792,0.908144043,0.55239074,0
What do linguists think of the movie Arrival?,0.5,What did Dr. Louise tell the the Chinese at the end in Arrival Movie?,0.5,0,0.792380818,0.343468935,0
